username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
Melissk31,2021,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
COLINBAERTSCHI,2020,2,2,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",4.67,4.67,4.67,4.67,0.0,0.0,2.0
Ninouille1234,2020,1,2,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Paetruick,2020,1,1,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Tony D,2014,17,7,None,None,None,"{'Europeenne': 3, 'Suisse': 2, 'Steakhouse': 1, 'Saine': 1, 'Italienne': 1}",4.38,4.54,4.62,4.46,1.88,0.0,2.0
michelm554,2014,16,10,None,None,suisse,"{'Europeenne': 5, 'Francaise': 3, 'Internationale': 2, 'Europe_centrale': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Italienne': 1}",4.48,4.66,4.56,4.34,2.68,0.2,2.2
Tugaleao,2020,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
GoPlaces16796103660,2019,1,1,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
296laurents,2014,14,10,None,None,suisse,"{'Europeenne': 8, 'Francaise': 5, 'Suisse': 4, 'Steakhouse': 3, 'Saine': 2, 'Italienne': 2, 'Brasserie_gastronomique': 2, 'Pub': 1, 'Pizza': 1, 'Moderne': 1, 'Grillades': 1, 'Cafe': 1, 'Bar_a_bieres': 1}",4.51,3.32,3.32,3.33,0.43,0.0,1.52
lornao878,2018,20,15,None,None,None,"{'Italienne': 4, 'Europeenne': 4, 'Pizza': 2, 'Mediterraneenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Francaise': 1}",4.22,4.22,4.14,4.06,2.24,0.0,2.0
Kevin-Earl2710,2020,3,2,None,None,None,"{'Steakhouse': 2, 'Saine': 2, 'Europeenne': 2}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
thebulldog86,2020,1,1,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
patouroos,2018,7,6,None,None,None,"{'Europeenne': 2, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1}",4.78,4.78,4.78,4.56,1.56,0.0,2.0
fernandaisufi,2012,1,3,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Delphd,2011,65,42,25-34,F,suisse,"{'Europeenne': 6, 'Europe_centrale': 5, 'Suisse': 3, 'Italienne': 2, 'Francaise': 2, 'Traiteur': 1, 'Thai': 1, 'Steakhouse': 1, 'Soupes': 1, 'Saine': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Internationale': 1, 'Grillades': 1, 'Bar': 1}",3.93,3.55,3.46,3.39,2.38,0.0,1.95
rubensa06,2020,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
DVuillaume,2020,1,1,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Lauravandoni,2016,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
cedric_adv,2020,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
41chelseak,2015,11,7,18-24,F,None,"{'Europeenne': 5, 'Europe_centrale': 3, 'Suisse': 2, 'Steakhouse': 2, 'Mediterraneenne': 2, 'Ethiopienne': 1, 'Traiteur': 1, 'Saine': 1, 'Libanaise': 1, 'Italienne': 1, 'Indienne': 1, 'Francaise': 1, 'Asiatique': 1, 'Argentine': 1, 'Africaine': 1}",4.36,4.54,4.37,4.15,2.9,0.12,2.0
laura1529,2016,3,3,None,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Francaise': 1, 'Brasserie_gastronomique': 1}",4.83,4.83,4.83,4.83,0.0,0.0,2.0
Tobler A,2020,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
damienp199,2018,2,2,None,None,canada,"{'Steakhouse': 2, 'Europeenne': 2, 'Saine': 1}",4.75,4.75,4.75,4.75,0.0,0.0,2.0
bastian5012,2018,1,1,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Bastwy12,2020,2,2,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Italienne': 1}",4.75,4.83,4.75,4.75,0.67,0.0,2.0
SyletSeb,2020,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Steve_2740,2020,2,2,None,None,None,"{'Steakhouse': 2, 'Europeenne': 2, 'Saine': 1}",4.75,4.75,4.75,4.75,0.0,0.0,2.0
Fonsecatravel,2017,2,2,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Philou0001,2020,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Morris45m,2014,4,5,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Schranzer,2020,1,1,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
JulianaS5884,2017,4,3,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
vavan2852,2020,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
829moi,2017,13,12,None,None,None,"{'Europeenne': 4, 'Francaise': 3, 'Steakhouse': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.52,4.43,4.43,4.28,2.02,0.0,2.0
Voyage659158,2016,1,1,None,None,None,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1}",5.0,5.0,5.0,5.0,0.0,0.0,2.0
Rocha222,2015,6,6,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Espagnole': 1}",4.67,4.17,4.17,4.17,0.0,0.0,1.67
Dasemau,2020,2,2,None,None,None,"{'Steakhouse': 2, 'Europeenne': 2, 'Saine': 1}",4.75,4.75,4.75,4.75,0.0,0.0,2.0
Mrgrazi1980,2017,5,4,None,None,suisse,"{'Suisse': 4, 'Europeenne': 4, 'Saine': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Cafe': 1}",4.0,4.0,3.96,3.67,2.38,0.0,2.0
NoadeCoco,2015,77,35,None,None,suisse,"{'Europeenne': 15, 'Suisse': 11, 'Italienne': 8, 'Francaise': 8, 'Mediterraneenne': 6, 'Pizza': 5, 'Asiatique': 5, 'Europe_centrale': 3, 'Thai': 2, 'Restauration_rapide': 2, 'Moderne': 2, 'Indienne': 2, 'Americaine': 2, 'Sri_lankaise': 1, 'Saine': 1, 'Pub': 1, 'Mexicaine': 1, 'Libanaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Bar': 1}",4.07,3.97,3.89,3.8,2.0,0.0,1.84
Peter T,2018,17,10,None,None,suisse,"{'Sicilienne': 1, 'Restauration_rapide': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Europeenne': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
janolavb2018,2018,20,15,None,None,suisse,"{'Europeenne': 5, 'Suisse': 3, 'Mediterraneenne': 3, 'Pizza': 2, 'Italienne': 2, 'Soupes': 1, 'Saine': 1, 'Europe_centrale': 1, 'Espagnole': 1}",4.17,3.58,3.42,3.42,1.33,0.0,1.67
Schieber84,2015,165,94,None,None,suisse,"{'Suisse': 5, 'Europeenne': 4, 'Europe_centrale': 3, 'Bar': 3, 'Restauration_rapide': 1, 'Grillades': 1, 'Diner': 1, 'Cafe': 1, 'Americaine': 1}",4.08,1.33,1.17,1.17,0.0,0.0,1.33
Genthousien,2011,119,116,65+,H,suisse,"{'Europeenne': 14, 'Suisse': 9, 'Francaise': 9, 'Italienne': 5, 'Mediterraneenne': 3, 'Europe_centrale': 2, 'Chinoise': 2, 'Asiatique': 2, 'Saine': 1, 'Peruvienne': 1, 'Pizza': 1, 'Latino': 1, 'Fusion': 1, 'Bar': 1, 'Amerique_centrale': 1}",4.0,4.02,3.91,3.6,3.33,0.05,2.16
mariona729,2009,59,32,None,None,suisse,"{'Europeenne': 12, 'Suisse': 10, 'Francaise': 4, 'Europe_centrale': 4, 'Mediterraneenne': 3, 'Italienne': 3, 'Traiteur': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1, 'Portugaise': 1, 'Pizza': 1, 'Moderne': 1, 'Lombarde': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Grillades': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",4.25,4.09,3.99,3.79,2.72,0.2,1.95
SwissFamilyH,2013,15,5,None,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Europe_centrale': 1, 'Diner': 1}",4.25,4.5,4.25,4.25,4.0,0.5,2.5
325pascalb,2013,141,73,None,None,suisse,"{'Italienne': 7, 'Europeenne': 7, 'Suisse': 5, 'Europe_centrale': 3, 'Mediterraneenne': 2, 'Tibetaine': 1, 'Sushi': 1, 'Saine': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.21,4.2,4.15,3.99,3.4,0.0,2.12
AlexanderIJohnson,2012,247,396,35-49,H,suisse,"{'Europeenne': 17, 'Francaise': 13, 'Suisse': 11, 'Internationale': 3, 'Europe_centrale': 3, 'Bar': 2, 'Steakhouse': 1, 'Pizza': 1, 'Moderne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.22,4.14,3.97,3.94,1.87,0.15,2.2
muhurrMosnang,2011,26,22,None,None,None,"{'Europeenne': 5, 'Suisse': 4, 'Europe_centrale': 1}",4.58,3.38,3.45,3.23,0.0,0.0,1.47
Bertels51,2012,12,106,None,None,belgique,"{'Suisse': 1, 'Saine': 1, 'Moderne': 1}",4.0,4.0,4.5,3.5,0.0,0.0,2.0
Soizic G,2015,1,1,None,None,suisse,"{'Suisse': 1, 'Saine': 1, 'Moderne': 1}",4.0,4.0,4.5,3.5,0.0,0.0,2.0
"HamahaHillegom, ",2012,23,19,35-49,H,None,"{'Suisse': 1, 'Saine': 1, 'Moderne': 1}",4.0,4.0,4.5,3.5,0.0,0.0,2.0
EliseFareza,2010,52,34,25-34,F,malaisie,"{'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Moderne': 1, 'Cafe': 1, 'Bar': 1}",4.28,1.78,2.0,1.56,0.0,0.0,0.89
Marsupilamio,2013,42,39,None,None,suisse,"{'Saine': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Diner': 1, 'Catalane': 1}",4.5,4.3,4.3,4.15,2.25,0.0,2.0
Fearless49800297407,2021,1,1,None,None,suisse,"{'Saine': 1, 'Moderne': 1, 'Europeenne': 1, 'Diner': 1, 'Cafe': 1}",5.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick_Lachaud,2015,1,1,None,None,None,"{'Saine': 1, 'Moderne': 1, 'Europeenne': 1, 'Diner': 1, 'Cafe': 1}",5.0,0.0,0.0,0.0,0.0,0.0,0.0
Diabolo73390,2012,171,272,50-64,H,france,"{'Suisse': 2, 'Europeenne': 2, 'Europe_centrale': 2, 'Saine': 1, 'Autochtone': 1}",4.5,4.5,4.5,4.0,2.22,0.0,2.44
Japilise,2009,19,421,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Autochtone': 1}",4.5,4.5,4.5,4.0,2.5,0.56,2.44
soph752017,2017,5,5,None,None,None,"{'Suisse': 1, 'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autochtone': 1}",4.5,4.5,4.5,4.0,0.0,0.0,3.0
lbmr6058,2016,313,126,50-64,H,suisse,"{'Europeenne': 117, 'Suisse': 82, 'Francaise': 55, 'Italienne': 49, 'Pizza': 28, 'Mediterraneenne': 27, 'Europe_centrale': 14, 'Internationale': 12, 'Cafe': 9, 'Steakhouse': 8, 'Americaine': 7, 'Traiteur': 6, 'Saine': 6, 'Bar': 5, 'Soupes': 4, 'Pub': 4, 'Chinoise': 4, 'Asiatique': 4, 'Toscane': 3, 'Restauration_rapide': 3, 'Mexicaine': 3, 'Italie_du_Centre': 3, 'Grillades': 3, 'Bar_a_bieres': 3, 'Sicilienne': 2, 'Portugaise': 2, 'Moderne': 2, 'Italie_du_Sud': 2, 'Fusion': 2, 'Diner': 2, 'Brasserie_gastronomique': 2, 'Turque': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Indienne': 1, 'Espagnole': 1, 'Bar_a_vins': 1, 'Autochtone': 1}",3.91,3.71,3.67,3.47,2.13,0.03,1.91
"evelynv8Amsterdam, ",2013,6,3,None,None,pays-bas,"{'Suisse': 1, 'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autochtone': 1}",4.5,4.5,4.5,4.0,0.0,0.0,3.0
nicolamD3077HKSan Benedetto Del ,2017,17,11,None,None,italie,"{'Suisse': 1, 'Saine': 1, 'Pizza': 1, 'Napolitaine': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Autochtone': 1}",4.5,4.5,4.5,4.25,2.25,0.0,2.5
P8851JWanthonyh,2015,316,411,50-64,H,suisse,"{'Europeenne': 35, 'Suisse': 26, 'Europe_centrale': 12, 'Italienne': 11, 'Mediterraneenne': 7, 'Pizza': 5, 'Asiatique': 5, 'Grillades': 4, 'Internationale': 3, 'Chinoise': 3, 'Cafe': 3, 'Sushi': 2, 'Thai': 1, 'Tcheque': 1, 'Steakhouse': 1, 'Saine': 1, 'Pouilles': 1, 'Perse': 1, 'Moderne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Indienne': 1, 'Fusion': 1, 'Caraibes': 1, 'Autrichienne': 1, 'Autochtone': 1, 'Americaine': 1}",4.02,3.67,3.64,3.38,1.53,0.0,2.0
appenzellfan,2010,22,12,50-64,F,suisse,"{'Suisse': 1, 'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autochtone': 1}",4.5,4.5,4.5,4.0,0.0,0.0,3.0
247beat,2015,4,4,None,None,suisse,"{'Suisse': 1, 'Saine': 1, 'Moderne': 1, 'Europeenne': 1, 'Autochtone': 1}",5.0,0.0,0.0,0.0,0.0,0.0,0.0
guillaumeh723,2014,173,115,None,None,suisse,"{'Europeenne': 27, 'Suisse': 22, 'Francaise': 15, 'Italienne': 6, 'Europe_centrale': 6, 'Mediterraneenne': 5, 'Pizza': 4, 'Grillades': 4, 'Brasserie_gastronomique': 4, 'Asiatique': 4, 'Vietnamienne': 2, 'Thai': 2, 'Saine': 2, 'Japonaise': 2, 'Chinoise': 2, 'Cafe': 2, 'Bar': 2, 'Steakhouse': 1, 'Soupes': 1, 'Pub': 1, 'Moderne': 1, 'Libanaise': 1, 'Internationale': 1, 'Indienne': 1, 'Diner': 1, 'Coreenne': 1, 'Bar_a_vins': 1, 'Arabe': 1, 'Americaine': 1}",4.13,4.01,3.94,3.68,2.11,0.07,2.02
AdeleGreg,2013,164,115,25-34,None,france,"{'Europeenne': 15, 'Suisse': 11, 'Italienne': 9, 'Europe_centrale': 9, 'Mediterraneenne': 7, 'Pizza': 4, 'Lombarde': 3, 'Italie_du_Nord': 3, 'Internationale': 3, 'Saine': 2, 'Cafe': 1, 'Allemande': 1}",4.26,4.24,4.31,4.07,2.49,0.05,1.96
Reini84,2015,122,74,None,None,suisse,"{'Europeenne': 3, 'Europe_centrale': 3, 'Suisse': 1, 'Saine': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Grillades': 1, 'Autrichienne': 1}",4.5,3.32,3.32,3.18,0.0,0.0,1.74
fraubuch,2018,4,2,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Autrichienne': 1, 'Asiatique': 1}",4.25,4.0,4.5,3.75,0.0,0.0,2.0
trangfriend,2010,70,72,65+,H,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.92,0.75,0.75,0.75,0.0,0.0,1.17
Anonym201773,2022,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
ICPUI,2012,29,34,18-24,H,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
SI7U,2020,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
BAER_2019,2018,2,2,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
jansI6466WL,2021,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
kristina k,2019,3,3,None,None,None,"{'Europeenne': 2, 'Europe_centrale': 2, 'Suisse': 1, 'Saine': 1, 'Autrichienne': 1}",4.5,2.25,2.25,2.25,0.0,0.0,2.0
IsabellaZ182,2018,5,6,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
springtime87,2017,5,4,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Fabio_Grazia,2009,37,68,35-49,H,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.25,4.5,4.5,4.25,0.0,0.0,2.0
Keusch01,2020,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
daysix,2019,2,2,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
olivialuethi,2015,6,6,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
D_Chauffeur,2020,1,1,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
KurtZobrist,2010,100,86,35-49,H,suisse,"{'Thai': 1, 'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1, 'Asiatique': 1}",4.17,3.75,3.75,3.75,0.0,0.0,2.0
MagicM68,2012,52,144,50-64,H,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
jasminfe,2014,37,16,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Gian Luca A,2014,9,10,None,None,suisse,"{'Saine': 1, 'Pub': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Bar': 1, 'Autrichienne': 1}",4.29,2.57,2.57,2.57,0.0,0.0,1.57
PvAllmen,2008,86,160,25-34,H,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
d-jay00,2019,10,7,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
froschn1,2019,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
steigerroman,2017,1,1,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Go611612,2015,2,2,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
961matthiasw,2012,12,17,None,None,allemagne,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
_CHaesmandli_,2019,4,4,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
ChrisKLVSuisse,2016,20,15,None,None,suisse,"{'Europeenne': 2, 'Europe_centrale': 2, 'Suisse': 1, 'Saine': 1, 'Autrichienne': 1}",4.25,4.25,4.25,4.25,0.0,0.0,2.0
RainbowMarchenko,2018,5,6,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
BlueEyeDoc,2015,29,16,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Stephan P,2011,90,113,35-49,H,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Sakis1688,2019,2,2,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
vpbpsp,2018,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Swisspremiumchili,2018,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
ich-suche-dich,2016,24,19,None,None,suisse,"{'Europeenne': 2, 'Europe_centrale': 2, 'Suisse': 1, 'Saine': 1, 'Mexicaine': 1, 'Autrichienne': 1}",4.0,4.25,4.0,4.25,0.0,0.0,2.0
watchitburn,2015,24,49,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Gourmeler,2018,2,2,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Denis M,2014,4,4,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
al242018,2018,3,2,None,None,suisse,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
rogerh655Suisse,2014,128,84,35-49,H,None,"{'Europeenne': 4, 'Suisse': 3, 'Saine': 3, 'Italienne': 2, 'Cafe': 2, 'Europe_centrale': 1, 'Autrichienne': 1}",4.75,2.25,2.38,2.38,0.0,0.0,2.0
Michael WSuisse,2015,27,283,35-49,H,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
Travel823626,2018,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
FellowTraveler819148,2018,1,1,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.5,4.5,4.5,4.5,0.0,0.0,2.0
315fabienp,2014,81,37,None,None,suisse,"{'Europeenne': 13, 'Suisse': 7, 'Francaise': 6, 'Internationale': 3, 'Europe_centrale': 2, 'Bar': 2, 'Asiatique': 2, 'Saine': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Grecque': 1, 'Chinoise': 1}",3.85,4.08,3.96,3.76,2.77,0.2,2.24
ursursursi,2019,2,2,None,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Italienne': 1, 'Americaine': 1}",4.2,1.2,1.4,1.2,0.0,0.0,2.0
alliallia,2015,41,18,None,None,None,"{'Europeenne': 11, 'Thai': 6, 'Asiatique': 6, 'Mediterraneenne': 5, 'Italienne': 5, 'Suisse': 3, 'Pizza': 3, 'Saine': 2, 'Internationale': 2, 'Cafe': 2, 'Turque': 1, 'Sri_lankaise': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Indienne': 1, 'Fusion': 1, 'Bresilienne': 1, 'Bar': 1, 'Americaine': 1}",4.02,3.66,3.53,3.35,2.75,0.0,1.76
moniqueelise,2012,42,34,None,None,belgique,"{'Suisse': 10, 'Europeenne': 10, 'Francaise': 3, 'Steakhouse': 2, 'Grillades': 2, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Internationale': 1, 'Bar': 1}",3.97,4.1,3.98,3.7,3.32,0.0,2.0
