username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
kensaija,2016,10,8,None,None,suisse,"{'Thai': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,0.0,0.0,2.0
andreaeF8946XS,2016,3,3,None,None,None,"{'Thai': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,0.0,0.0,2.0
Ursin G,2008,98,157,25-34,H,espagne,"{'Thai': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,0.0,0.0,2.0
Christoph H,2013,7,8,50-64,H,suisse,"{'Thai': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,0.0,0.0,2.0
MataHari_OnTheRunZH,2009,34,30,25-34,F,None,"{'Thai': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,0.0,0.0,2.0
alineized,2010,10,227,None,None,suisse,"{'Thai': 1, 'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.25,4.5,4.25,0.0,0.0,2.0
Marcel P,2012,13,55,None,None,suisse,"{'Thai': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,0.0,0.0,2.0
Andrea B,2016,18,15,35-49,H,italie,"{'Italienne': 5, 'Pizza': 1}",4.05,3.95,3.76,3.76,3.14,0.0,1.76
frezzalataJerago con ,2011,27,86,None,None,italie,"{'Sushi': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.86,3.86,3.71,3.86,3.71,0.0,2.0
Marco C,2014,3,2,None,None,italie,{'Italienne': 1},4.0,4.0,4.0,4.0,4.0,0.0,2.0
Mario C,2012,144,103,None,None,italie,{'Italienne': 2},4.5,4.5,4.0,4.0,4.0,0.0,2.0
loicm456,2014,15,13,None,None,suisse,"{'Francaise': 3, 'Europeenne': 3, 'Europe_centrale': 3, 'Turque': 2, 'Suisse': 2, 'Thai': 1, 'Sushi': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Japonaise': 1, 'Chinoise': 1, 'Autrichienne': 1}",4.14,3.23,3.14,2.94,1.85,0.06,1.82
nicolasr575,2013,127,67,None,None,france,"{'Francaise': 12, 'Europeenne': 9, 'Saine': 2, 'Indienne': 2, 'Turque': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Internationale': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",4.26,4.03,4.01,3.82,3.31,0.19,2.19
emmasN7770KN,2016,55,29,None,None,france,"{'Europeenne': 9, 'Francaise': 6, 'Italienne': 4, 'Mediterraneenne': 3, 'Thai': 2, 'Pizza': 2, 'Asiatique': 2, 'Restauration_rapide': 1, 'Moderne': 1, 'Japonaise': 1, 'Europe_centrale': 1, 'Diner': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",3.94,4.04,4.02,3.78,2.71,0.2,2.15
MauriceM255,2012,21,55,None,None,None,"{'Francaise': 9, 'Europeenne': 4, 'Pizza': 2, 'Saine': 1, 'Moderne': 1, 'Italienne': 1, 'Internationale': 1, 'Indienne': 1, 'Diner': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Asiatique': 1}",3.91,4.07,4.1,3.89,3.11,0.0,2.02
ChristellePapillon,2017,35,20,None,None,france,"{'Francaise': 8, 'Europeenne': 6, 'Japonaise': 3, 'Italienne': 3, 'Asiatique': 3, 'Sushi': 2, 'Pizza': 2, 'Chinoise': 2, 'Thai': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Libanaise': 1, 'Internationale': 1, 'Fusion': 1}",4.12,4.18,4.07,3.98,2.68,0.0,1.92
nad_ges2017,2013,10,12,None,None,france,"{'Thai': 1, 'Sushi': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1}",4.0,4.25,3.75,3.75,2.0,0.0,2.0
isalicia,2011,16,45,None,None,None,"{'Thai': 1, 'Sushi': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1}",4.0,4.25,3.75,3.75,2.0,0.0,2.0
meldezed,2012,57,86,None,None,france,"{'Francaise': 5, 'Europeenne': 5, 'Suisse': 3, 'Italienne': 2, 'Traiteur': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Internationale': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.77,4.0,3.76,3.74,3.01,0.0,1.92
egl68,2017,15,5,None,None,france,"{'Mediterraneenne': 4, 'Francaise': 4, 'Pizza': 2, 'Libanaise': 2, 'Italienne': 2, 'Europeenne': 2, 'Thai': 1, 'Sushi': 1, 'Perse': 1, 'Mexicaine': 1, 'Marocaine': 1, 'Japonaise': 1, 'Coreenne': 1, 'Chinoise': 1, 'Asiatique': 1, 'Amerique_centrale': 1, 'Americaine': 1, 'Afghane': 1}",4.21,4.22,4.25,3.94,2.46,0.0,1.9
Cenophi,2008,35,61,None,None,france,"{'Francaise': 8, 'Europeenne': 5, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Portugaise': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Bar': 1, 'Allemande': 1}",3.72,3.83,3.9,3.87,2.49,0.09,1.84
Emilie68510,2014,20,19,None,None,suisse,"{'Francaise': 7, 'Europeenne': 6, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Asiatique': 1, 'Americaine': 1}",4.1,4.11,4.03,3.93,3.83,0.14,2.11
Drey A,2020,2,2,None,None,None,"{'Soupes': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Chinoise': 1, 'Cafe': 1, 'Asiatique': 1}",4.67,0.5,0.58,0.58,0.58,0.0,1.83
45mickaelj,2012,25,18,None,None,suisse,"{'Europeenne': 4, 'Francaise': 3, 'Thai': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Indienne': 1, 'Grecque': 1, 'Chinoise': 1, 'Asiatique': 1}",4.15,4.15,4.15,3.96,3.96,0.0,1.93
Marc C,2012,12,51,35-49,H,france,"{'Europeenne': 2, 'Mediterraneenne': 1, 'Francaise': 1, 'Europe_centrale': 1}",4.25,4.25,4.25,4.0,4.0,0.0,2.0
valeriegB4199GL,2022,1,1,None,None,None,"{'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,4.0,3.5,0.0,0.0,2.0
BerangereT4,2013,1,15,None,None,None,"{'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,4.0,3.5,0.0,0.0,2.0
philgym,2016,23,18,50-64,H,france,"{'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,4.0,3.5,0.0,0.0,2.0
Departure63845394268,2021,1,1,None,None,france,"{'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,4.0,3.5,0.0,0.0,2.0
345morganel,2015,4,6,None,None,None,"{'Thai': 1, 'Japonaise': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.38,3.56,3.81,3.38,1.31,0.0,2.0
123marylinef,2015,123,67,None,None,france,"{'Europeenne': 18, 'Francaise': 16, 'Italienne': 8, 'Pizza': 5, 'Mediterraneenne': 5, 'Thai': 2, 'Cafe': 2, 'Asiatique': 2, 'Allemande': 2, 'Saine': 1, 'Moderne': 1, 'Japonaise': 1, 'Indienne': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Belge': 1, 'Bar': 1}",4.01,4.06,4.01,3.79,3.05,0.23,2.03
Marie Jo G,2015,11,7,None,None,None,"{'Thai': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.68,3.86,4.18,3.68,1.09,0.0,2.0
nine68220,2014,9,5,None,None,None,"{'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,4.0,3.5,0.0,0.0,2.0
Deedjay D,2012,3,123,None,None,france,"{'Thai': 1, 'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.25,3.5,3.75,3.5,2.0,0.0,2.0
thschramm,2017,16,12,None,None,france,"{'Francaise': 5, 'Europeenne': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Thai': 1, 'Steakhouse': 1, 'Japonaise': 1, 'Grillades': 1, 'Grecque': 1, 'Chinoise': 1, 'Asiatique': 1}",3.83,3.88,4.0,3.83,1.67,0.0,1.87
Papanne28,2016,7,7,35-49,H,france,"{'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,4.0,3.5,0.0,0.0,2.0
Confucius78,2016,60,20,None,None,None,"{'Francaise': 7, 'Asiatique': 5, 'Thai': 4, 'Japonaise': 4, 'Europeenne': 4, 'Chinoise': 4, 'Indienne': 3, 'Vietnamienne': 2, 'Saine': 2, 'Sushi': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Latino': 1, 'Italienne': 1, 'Grillades': 1, 'Espagnole': 1, 'Cafe': 1}",3.98,3.99,4.02,3.89,2.66,0.0,1.86
EMILIE K,2013,22,15,None,None,france,"{'Europeenne': 6, 'Francaise': 5, 'Italienne': 3, 'Saine': 2, 'Pizza': 2, 'Thai': 1, 'Japonaise': 1, 'Indienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.08,4.25,4.26,3.96,2.98,0.0,1.9
Mariana H,2015,2,2,None,None,None,"{'Thai': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,4.0,3.75,3.75,0.0,0.0,2.0
NathAlsace68,2014,6,5,None,None,france,"{'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,4.0,3.5,0.0,0.0,2.0
jomasson,2016,2,3,None,None,france,"{'Thai': 1, 'Sushi': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.75,4.25,3.75,4.0,2.0,0.0,2.0
MartaI1,2011,66,249,None,None,suisse,"{'Europeenne': 6, 'Asiatique': 4, 'Francaise': 3, 'Thai': 2, 'Sushi': 2, 'Saine': 2, 'Restauration_rapide': 2, 'Pizza': 2, 'Moderne': 2, 'Japonaise': 2, 'Italienne': 2, 'Chinoise': 2, 'Turque': 1, 'Suisse': 1, 'Sicilienne': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Italie_du_Sud': 1, 'Irlandaise': 1, 'Internationale': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Diner': 1, 'Bar': 1, 'Americaine': 1, 'Afghane': 1}",3.96,4.16,4.01,3.88,3.08,0.0,1.94
michaelbB3918BK,2017,6,4,None,None,suisse,"{'Italienne': 2, 'Europeenne': 2, 'Pizza': 1, 'Mediterraneenne': 1, 'Europe_centrale': 1, 'Chinoise': 1}",3.81,3.62,3.12,3.42,2.46,0.0,2.0
CDU0811,2014,9,8,None,None,suisse,"{'Europeenne': 4, 'Mediterraneenne': 3, 'Suisse': 2, 'Italienne': 2, 'Saine': 1, 'Francaise': 1, 'Europe_centrale': 1}",4.5,4.5,4.25,4.12,3.88,0.0,2.5
pierrefr_d_rick,2013,13,12,None,None,suisse,"{'Suisse': 4, 'Europeenne': 3, 'Europe_centrale': 3, 'Francaise': 2, 'Traiteur': 1, 'Mediterraneenne': 1, 'Grillades': 1}",4.31,4.5,4.31,4.21,3.25,0.0,2.21
s_glardon,2015,10,9,35-49,H,suisse,"{'Europeenne': 5, 'Sushi': 4, 'Mediterraneenne': 4, 'Japonaise': 4, 'Asiatique': 4, 'Suisse': 3, 'Moderne': 2, 'Italienne': 2, 'Francaise': 2, 'Chinoise': 2, 'Traiteur': 1, 'Thai': 1, 'Soupes': 1, 'Europe_centrale': 1}",4.19,4.32,4.08,3.82,2.94,0.0,2.13
arlechinot,2014,35,12,None,None,suisse,"{'Europeenne': 16, 'Italienne': 9, 'Pizza': 8, 'Suisse': 7, 'Mediterraneenne': 6, 'Europe_centrale': 5, 'Francaise': 4, 'Moderne': 2, 'Fusion': 2, 'Diner': 2, 'Cafe': 2, 'Traiteur': 1, 'Steakhouse': 1, 'Saine': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1}",4.03,4.2,4.04,3.92,2.7,0.11,2.16
Beadomino,2014,21,23,50-64,F,suisse,"{'Europeenne': 5, 'Francaise': 4, 'Suisse': 3, 'Mediterraneenne': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Chinoise': 1}",4.29,4.21,4.07,4.07,1.21,0.0,2.0
LKM-211,2017,4,4,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Vietnamienne': 1, 'Thai': 1, 'Singapourienne': 1, 'Malaisienne': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.19,4.34,4.34,4.0,0.5,0.12,2.44
Giulia P,2019,3,3,None,None,italie,"{'Pub': 1, 'Italienne': 1}",4.5,0.0,0.0,0.0,0.0,0.0,0.0
86valentinaz86,2014,28,20,None,None,italie,"{'Sushi': 1, 'Lombarde': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Nord': 1, 'Chinoise': 1, 'Asiatique': 1}",4.25,4.25,4.25,4.25,2.0,0.0,1.5
Giuxie,2016,146,66,None,None,italie,"{'Italienne': 2, 'Sushi': 1, 'Romana': 1, 'Mediterraneenne': 1, 'Lombarde': 1, 'Latium': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Chinoise': 1}",4.5,4.5,4.36,4.5,2.43,0.0,1.64
alemc86,2007,17,39,25-34,F,italie,"{'Sushi': 1, 'Lombarde': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Nord': 1, 'Chinoise': 1}",4.5,4.5,4.0,4.5,3.72,0.0,1.56
Marco M,2019,55,44,None,None,italie,"{'Lombarde': 1, 'Italie_du_Nord': 1}",4.5,4.5,4.0,4.0,4.0,0.0,2.0
Giuseppe L,2012,359,98,65+,H,italie,"{'Lombarde': 3, 'Italie_du_Nord': 3, 'Italienne': 1}",4.31,4.31,3.81,4.0,3.81,0.0,2.0
frao184,2015,26,21,None,None,None,"{'Lombarde': 1, 'Italienne': 1, 'Italie_du_Nord': 1, 'Chinoise': 1, 'Asiatique': 1}",4.06,2.5,2.22,2.22,2.22,0.0,1.11
Mauro T,2016,2,2,None,None,None,"{'Sushi': 1, 'Lombarde': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Chinoise': 1, 'Asiatique': 1}",4.25,4.25,4.25,4.0,2.0,0.0,2.0
Franco C,2013,176,97,None,None,italie,"{'Italienne': 3, 'Lombarde': 1, 'Italie_du_Nord': 1}",4.0,4.17,4.0,3.83,2.67,0.0,2.0
twolewinskiCanton de ,2017,92,161,35-49,H,suisse,"{'Europeenne': 5, 'Suisse': 4, 'Steakhouse': 2, 'Pizza': 2, 'Europe_centrale': 2, 'Asiatique': 2, 'Argentine': 2, 'Thai': 1, 'Sushi': 1, 'Soupes': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Hawaienne': 1, 'Fusion': 1, 'Francaise': 1, 'Chinoise': 1}",4.08,3.98,3.72,3.61,1.92,0.0,1.92
11nico11,2008,9,18,None,None,suisse,"{'Thai': 1, 'Suisse': 1, 'Europeenne': 1, 'Chinoise': 1}",3.75,4.0,4.0,4.25,0.0,0.0,2.0
titicep,2008,22,102,35-49,F,suisse,"{'Europeenne': 7, 'Mediterraneenne': 4, 'Italienne': 4, 'Suisse': 3, 'Francaise': 3, 'Espagnole': 2, 'Vietnamienne': 1, 'Turque': 1, 'Thai': 1, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Napolitaine': 1, 'Libanaise': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Grillades': 1, 'Chinoise': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1, 'Americaine': 1, 'Africaine': 1}",3.95,4.13,3.84,3.88,1.99,0.09,2.15
Jellykaunicorn,2017,1,1,None,None,suisse,"{'Thai': 1, 'Chinoise': 1}",4.0,4.0,4.5,4.5,0.0,0.0,2.0
Flodid,2013,38,27,None,None,suisse,"{'Francaise': 12, 'Suisse': 7, 'Europeenne': 7, 'Thai': 2, 'Steakhouse': 2, 'Europe_centrale': 2, 'Chinoise': 2, 'Asiatique': 2, 'Venezuelienne': 1, 'Saine': 1, 'Peruvienne': 1, 'Mexicaine': 1, 'Latino': 1, 'Japonaise': 1, 'Italienne': 1, 'Grillades': 1, 'Colombienne': 1}",4.07,4.17,4.04,4.1,2.67,0.05,1.83
michelpY9416IP,2016,4,6,None,None,suisse,"{'Thai': 1, 'Suisse': 1, 'Italienne': 1, 'Europeenne': 1, 'Chinoise': 1}",3.57,3.57,4.07,3.93,0.86,0.0,2.0
manta4675,2016,17,11,None,None,suisse,"{'Europeenne': 11, 'Suisse': 10, 'Francaise': 4, 'Europe_centrale': 4, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Thai': 1, 'Steakhouse': 1, 'Pub': 1, 'Internationale': 1, 'Chinoise': 1, 'Bar': 1, 'Argentine': 1}",4.12,4.2,4.08,3.94,3.05,0.0,2.1
philippepR6394QD,2013,26,154,None,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Portugaise': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.13,3.07,2.97,2.83,2.8,0.0,2.0
Yoland G,2014,13,6,65+,H,suisse,"{'Europeenne': 4, 'Suisse': 2, 'Pub': 1, 'Portugaise': 1, 'Pizza': 1, 'Latino': 1, 'Japonaise': 1, 'Italienne': 1, 'Francaise': 1, 'Espagnole': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",4.17,3.22,4.02,3.91,0.87,0.0,1.74
italgladiator69,2015,3,3,None,None,italie,"{'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.5,2.0,2.25,2.0,2.0,0.0,2.0
doudou1515,2016,13,6,50-64,H,suisse,"{'Europeenne': 5, 'Suisse': 3, 'Italienne': 2, 'Francaise': 2, 'Thai': 1, 'Portugaise': 1, 'Pizza': 1, 'Indienne': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.41,2.1,2.04,1.98,0.55,0.12,1.51
182jeanmichelg,2022,1,1,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
eliasalona,2019,4,3,None,None,None,"{'Suisse': 2, 'Italienne': 2, 'Europeenne': 2, 'Pizza': 1, 'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.75,3.75,3.88,3.75,2.62,0.0,2.0
boborisbo_247,2016,6,4,25-34,H,suisse,"{'Europeenne': 4, 'Francaise': 3, 'Suisse': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Asiatique': 1}",3.89,4.04,4.32,3.68,3.71,0.0,2.0
515luiso,2015,116,93,35-49,H,suisse,"{'Europeenne': 9, 'Francaise': 5, 'Italienne': 4, 'Pizza': 3, 'Mediterraneenne': 3, 'Suisse': 2, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Napolitaine': 1, 'Moderne': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Chinoise': 1, 'Campanie': 1}",4.13,4.26,4.17,3.98,3.29,0.19,2.38
yannr353,2016,2,2,None,None,france,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
guo1958,2015,5,4,None,None,italie,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
c_lineg461,2008,6,21,None,None,None,"{'Chinoise': 3, 'Asiatique': 3, 'Suisse': 2, 'Francaise': 2, 'Europeenne': 2, 'Japonaise': 1}",4.1,4.2,4.1,4.0,2.0,0.0,1.8
janebene,2013,23,15,None,None,None,"{'Europeenne': 5, 'Asiatique': 4, 'Italienne': 3, 'Francaise': 3, 'Vietnamienne': 2, 'Mediterraneenne': 2, 'Chinoise': 2, 'Suisse': 1, 'Pizza': 1, 'Japonaise': 1, 'Indienne': 1, 'Europe_centrale': 1}",4.16,4.12,4.3,3.88,3.36,0.0,2.0
119matthieuh,2012,6,7,None,None,suisse,"{'Asiatique': 2, 'Thai': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Europeenne': 1, 'Espagnole': 1, 'Chinoise': 1}",3.88,3.76,4.12,3.76,1.88,0.0,1.71
Roving694867,2017,1,1,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
Pepona123,2016,6,3,None,None,suisse,"{'Asiatique': 4, 'Vietnamienne': 3, 'Japonaise': 3, 'Sushi': 2, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1, 'Chinoise': 1}",3.82,4.1,3.92,4.08,1.98,0.0,1.75
Para-Zite .,2016,1,1,None,None,None,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
76anb,2013,10,9,None,None,None,"{'Tunisienne': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.28,4.28,4.5,4.28,4.0,0.0,2.0
janaub,2016,2,2,None,None,suisse,"{'Suisse': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.19,4.31,4.0,3.62,0.0,2.0
mxrie22,2016,4,3,None,None,suisse,"{'Pub': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.78,3.78,4.28,3.78,4.44,0.0,2.0
Sonosaki,2015,5,6,None,None,suisse,"{'Suisse': 1, 'Japonaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,3.83,3.67,3.67,0.0,2.0
Eau L,2014,6,2,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.33,4.17,4.33,4.0,3.83,0.0,2.0
jacqueshenrid2014,2014,8,6,None,None,suisse,"{'Suisse': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.5,4.5,4.5,4.25,4.25,0.5,2.5
femme37xxx,2014,1,0,None,None,suisse,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
Ratapoil69,2012,36,17,50-64,H,None,"{'Suisse': 4, 'Europeenne': 4, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Francaise': 2, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Asiatique': 1}",3.85,3.91,3.93,3.67,3.93,0.0,2.0
Oli1966,2011,140,166,35-49,H,suisse,"{'Europeenne': 6, 'Suisse': 5, 'Francaise': 3, 'Mediterraneenne': 2, 'Internationale': 2, 'Europe_centrale': 2, 'Asiatique': 2, 'Turque': 1, 'Saine': 1, 'Pub': 1, 'Moderne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",4.26,4.33,4.19,4.08,2.9,0.24,2.19
Claudine1964,2014,4,2,None,None,thailande,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
sandr0natale1981,2013,2,2,None,None,suisse,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,4.5,4.0,4.0,0.0,2.0
Dincer C,2008,153,119,65+,H,chypre,"{'Suisse': 4, 'Europeenne': 4, 'Internationale': 3, 'Saine': 2, 'Europe_centrale': 2, 'Cafe': 2, 'Thai': 1, 'Pizza': 1, 'Moderne': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.12,3.62,3.28,3.47,1.03,0.0,1.9
Andreas F,2012,12,6,50-64,H,suisse,{},,,,,,,
Daniela S,2013,10,9,None,None,italie,"{'Lombarde': 1, 'Italienne': 1, 'Italie_du_Nord': 1}",4.5,4.5,4.5,4.0,0.0,0.0,2.0
gils90,2016,77,36,None,None,france,"{'Francaise': 15, 'Europeenne': 5, 'Restauration_rapide': 4, 'Pizza': 3, 'Italienne': 3, 'Americaine': 3, 'Internationale': 2, 'Bar': 2, 'Turque': 1, 'Pub': 1, 'Pakistanaise': 1, 'Japonaise': 1, 'Indienne': 1, 'Grillades': 1, 'Grecque': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.11,4.02,3.84,3.74,2.69,0.14,2.0
524steph25400,2018,49,25,None,None,france,"{'Francaise': 16, 'Europeenne': 10, 'Italienne': 4, 'Grillades': 3, 'Steakhouse': 2, 'Belge': 2, 'Bar_a_bieres': 2, 'Turque': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",3.64,3.69,3.79,3.67,1.65,0.0,1.83
katem2525,2016,58,35,None,None,france,"{'Francaise': 7, 'Asiatique': 5, 'Europeenne': 4, 'Thai': 3, 'Italienne': 3, 'Restauration_rapide': 2, 'Pizza': 2, 'Grillades': 2, 'Americaine': 2, 'Sushi': 1, 'Steakhouse': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1}",4.03,4.04,4.03,3.74,2.91,0.0,1.89
ricjean,2018,4,4,None,None,france,"{'Francaise': 2, 'Restauration_rapide': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.12,4.23,4.15,4.19,1.54,0.0,1.46
_lania_clerc,2018,4,2,None,None,france,"{'Francaise': 3, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.18,4.18,4.18,4.24,2.71,0.0,1.71
Peruzzo125,2012,19,12,35-49,H,france,"{'Francaise': 4, 'Italienne': 3, 'Restauration_rapide': 2, 'Europeenne': 2, 'Turque': 1, 'Pizza': 1, 'Japonaise': 1, 'Internationale': 1, 'Grillades': 1, 'Grecque': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.0,3.96,3.91,4.09,1.73,0.0,1.69
