username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
Edmond52,2016,128,68,65+,H,suisse,"{'Europeenne': 56, 'Suisse': 48, 'Francaise': 40, 'Italienne': 22, 'Asiatique': 15, 'Mediterraneenne': 14, 'Chinoise': 12, 'Pizza': 8, 'Thai': 5, 'Brasserie_gastronomique': 5, 'Internationale': 4, 'Europe_centrale': 4, 'Pub': 3, 'Japonaise': 3, 'Italie_du_Sud': 2, 'Bar': 2, 'Traiteur': 1, 'Sushi': 1, 'Sicilienne': 1, 'Saine': 1, 'Napolitaine': 1, 'Grillades': 1, 'Fujian': 1, 'Campanie': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Allemande': 1}",4.08,4.1,4.04,3.89,1.99,0.05,2.09
Guido S,2014,32,22,65+,H,suisse,"{'Europeenne': 5, 'Suisse': 3, 'Francaise': 3, 'Thai': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.11,4.19,4.11,3.87,3.17,0.0,2.0
Fanny1296,2019,27,15,None,None,suisse,"{'Francaise': 9, 'Europeenne': 9, 'Suisse': 7, 'Steakhouse': 2, 'Italienne': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Bar': 1}",4.32,3.65,3.56,3.55,0.43,0.0,1.78
Ceorro,2016,13,8,35-49,F,suisse,"{'Europeenne': 2, 'Thai': 1, 'Suisse': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Francaise': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",4.0,4.38,4.25,4.38,0.0,0.0,1.75
jojo4951,2016,33,22,None,None,suisse,"{'Europeenne': 14, 'Suisse': 11, 'Francaise': 10, 'Mediterraneenne': 5, 'Italienne': 4, 'Pizza': 3, 'Asiatique': 3, 'Japonaise': 2, 'Chinoise': 2, 'Toscane': 1, 'Sicilienne': 1, 'Pub': 1, 'Mongole': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.05,4.16,4.05,4.02,1.68,0.1,2.0
WalterK1285,2017,3,3,None,None,suisse,"{'Suisse': 2, 'Francaise': 2, 'Europeenne': 2}",4.25,4.25,4.0,4.25,1.5,0.0,2.0
Pitche75,2011,93,49,None,None,france,"{'Europeenne': 22, 'Suisse': 15, 'Francaise': 12, 'Italienne': 6, 'Europe_centrale': 6, 'Pizza': 4, 'Mediterraneenne': 4, 'Asiatique': 4, 'Steakhouse': 2, 'Chinoise': 2, 'Traiteur': 1, 'Toscane': 1, 'Thai': 1, 'Saine': 1, 'Moderne': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Fusion_japonaise': 1, 'Cafe': 1, 'Allemande': 1}",4.04,3.88,3.81,3.64,2.05,0.08,2.02
Explorer08372954351,2019,2,2,None,None,suisse,"{'Suisse': 1, 'Japonaise': 1, 'Grillades': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,4.0,3.75,3.75,0.0,0.0,1.5
483lucg,2016,49,31,None,None,suisse,"{'Europeenne': 12, 'Suisse': 8, 'Francaise': 6, 'Asiatique': 5, 'Italienne': 4, 'Pizza': 3, 'Thai': 2, 'Restauration_rapide': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Chinoise': 2, 'Steakhouse': 1, 'Indienne': 1, 'Bar': 1, 'Americaine': 1}",4.03,3.91,3.89,3.85,1.42,0.0,1.81
fxhermance,2011,100,58,35-49,H,suisse,"{'Europeenne': 43, 'Suisse': 33, 'Francaise': 28, 'Italienne': 17, 'Pizza': 9, 'Mediterraneenne': 6, 'Europe_centrale': 5, 'Libanaise': 3, 'Cafe': 3, 'Steakhouse': 2, 'Restauration_rapide': 2, 'Marocaine': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Turque': 1, 'Thai': 1, 'Saine': 1, 'Moderne': 1, 'Japonaise': 1, 'Grillades': 1, 'Bar_a_vins': 1, 'Americaine': 1}",4.0,4.06,3.92,3.76,2.67,0.04,2.0
NinoRicci1974,2015,148,106,None,None,suisse,"{'Europeenne': 31, 'Suisse': 24, 'Francaise': 15, 'Italienne': 10, 'Indienne': 9, 'Pizza': 8, 'Europe_centrale': 6, 'Asiatique': 6, 'Mediterraneenne': 4, 'Bar': 4, 'Pub': 2, 'Internationale': 2, 'Grillades': 2, 'Cafe': 2, 'Thai': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Portugaise': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Fusion': 1, 'Chinoise': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1}",4.23,4.1,4.04,3.97,1.51,0.02,1.84
elleajis14,2022,1,1,None,None,None,"{'Suisse': 1, 'Europeenne': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
Cl-Lise,2020,1,1,None,None,italie,"{'Suisse': 1, 'Europeenne': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
889pierrek,2017,2,2,None,None,None,"{'Suisse': 1, 'Europeenne': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
Coximimi,2021,4,3,None,None,None,"{'Suisse': 3, 'Europeenne': 3, 'Francaise': 2}",4.33,2.67,2.5,2.5,1.33,0.0,2.0
Cosmopolitan267817,2010,1,2,None,None,suisse,"{'Suisse': 1, 'Europeenne': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
sylviav948,2016,64,37,None,None,None,"{'Europeenne': 31, 'Suisse': 25, 'Francaise': 19, 'Italienne': 6, 'Asiatique': 5, 'Brasserie_gastronomique': 4, 'Pizza': 3, 'Mediterraneenne': 3, 'Thai': 2, 'Chinoise': 2, 'Toscane': 1, 'Sushi': 1, 'Steakhouse': 1, 'Portugaise': 1, 'Moderne': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Fusion': 1, 'Europe_centrale': 1}",4.06,4.0,3.95,3.92,1.68,0.08,2.08
Eliana161,2010,53,29,None,None,suisse,"{'Europeenne': 9, 'Suisse': 7, 'Italienne': 4, 'Francaise': 4, 'Pizza': 2, 'Mediterraneenne': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Pub': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.96,3.58,3.58,3.42,1.75,0.0,2.08
Sela99,2016,68,33,None,None,None,"{'Europeenne': 30, 'Suisse': 26, 'Francaise': 15, 'Italienne': 11, 'Pizza': 6, 'Mediterraneenne': 6, 'Bar': 5, 'Europe_centrale': 4, 'Asiatique': 4, 'Americaine': 4, 'Thai': 3, 'Traiteur': 2, 'Sushi': 2, 'Steakhouse': 2, 'Mexicaine': 2, 'Lombarde': 2, 'Japonaise': 2, 'Italie_du_Nord': 2, 'Cubaine': 2, 'Chinoise': 2, 'Amerique_centrale': 2, 'Restauration_rapide': 1, 'Pub': 1, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Coreenne': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1}",4.02,4.07,4.05,3.81,2.49,0.03,1.95
jamacab,2014,127,72,35-49,H,suisse,"{'Europeenne': 41, 'Suisse': 31, 'Francaise': 28, 'Italienne': 11, 'Asiatique': 7, 'Japonaise': 5, 'Pizza': 4, 'Mediterraneenne': 4, 'Brasserie_gastronomique': 4, 'Sushi': 3, 'Europe_centrale': 3, 'Internationale': 2, 'Chinoise': 2, 'Cafe': 2, 'Bar': 2, 'Thai': 1, 'Steakhouse': 1, 'Pub': 1, 'Moderne': 1, 'Italie_du_Centre': 1, 'Grillades': 1, 'Fusion': 1, 'Bar_a_vins': 1}",4.15,3.92,3.87,3.71,2.1,0.02,1.98
gilmis,2016,215,97,None,None,suisse,"{'Europeenne': 56, 'Francaise': 40, 'Suisse': 29, 'Mediterraneenne': 11, 'Europe_centrale': 10, 'Italienne': 8, 'Brasserie_gastronomique': 8, 'Moderne': 5, 'Grillades': 4, 'Pizza': 3, 'Internationale': 3, 'Fusion': 3, 'Saine': 2, 'Napolitaine': 2, 'Libanaise': 2, 'Italie_du_Sud': 2, 'Indienne': 2, 'Campanie': 2, 'Asiatique': 2, 'Toscane': 1, 'Steakhouse': 1, 'Sicilienne': 1, 'Romana': 1, 'Restauration_rapide': 1, 'Latium': 1, 'Italie_du_Centre': 1, 'Diner': 1, 'Chinoise': 1, 'Cafe': 1, 'Americaine': 1}",4.26,4.21,4.15,3.94,2.85,0.28,2.35
Mat_bmw,2013,69,158,None,None,None,"{'Europeenne': 28, 'Francaise': 23, 'Suisse': 12, 'Italienne': 7, 'Americaine': 5, 'Mediterraneenne': 4, 'Steakhouse': 3, 'Restauration_rapide': 3, 'Pizza': 3, 'Japonaise': 2, 'Internationale': 2, 'Grillades': 2, 'Bresilienne': 2, 'Brasserie_gastronomique': 2, 'Bar': 2, 'Asiatique': 2, 'Sushi': 1, 'Moderne': 1, 'Mexicaine': 1, 'Libanaise': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Amerique_centrale': 1}",4.06,4.15,3.99,3.83,3.3,0.11,2.21
DyanaM242,2013,13,11,None,None,suisse,"{'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Brasserie_gastronomique': 2, 'Moderne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.42,4.42,4.29,3.97,2.92,0.0,2.11
larg0100,2015,110,80,None,None,suisse,"{'Europeenne': 48, 'Suisse': 35, 'Francaise': 26, 'Italienne': 15, 'Pizza': 8, 'Mediterraneenne': 6, 'Europe_centrale': 5, 'Internationale': 4, 'Asiatique': 4, 'Steakhouse': 3, 'Bar': 3, 'Allemande': 3, 'Thai': 2, 'Fusion': 2, 'Diner': 2, 'Americaine': 2, 'Saine': 1, 'Moderne': 1, 'Espagnole': 1, 'Chinoise': 1, 'Belge': 1}",4.02,4.07,4.07,3.9,2.18,0.02,1.94
Wknwkn,2013,9,10,None,None,None,"{'Europeenne': 6, 'Suisse': 4, 'Francaise': 4, 'Pizza': 2, 'Italienne': 2, 'Pub': 1, 'Chinoise': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",3.87,3.95,3.82,4.2,1.42,0.0,1.5
CarlosN3074,2016,2,3,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Francaise': 1}",4.72,4.72,4.72,4.72,1.67,0.0,2.0
aurora1314,2012,16,55,None,None,suisse,"{'Steakhouse': 1, 'Saine': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.78,4.56,4.56,4.78,0.0,0.0,1.56
829moi,2017,13,12,None,None,None,"{'Europeenne': 4, 'Francaise': 3, 'Steakhouse': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.52,4.43,4.43,4.28,2.02,0.0,2.0
535nathaliec,2013,12,9,None,None,suisse,"{'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",5.0,0.0,0.0,0.0,0.0,0.0,0.0
BeuretT,2017,22,16,35-49,None,suisse,"{'Europeenne': 4, 'Asiatique': 4, 'Chinoise': 3, 'Suisse': 2, 'Francaise': 2, 'Vietnamienne': 1, 'Steakhouse': 1, 'Soupes': 1, 'Japonaise': 1, 'Bar': 1}",4.13,3.54,3.45,3.37,1.58,0.0,1.74
Christophedebelpraho,2018,16,15,None,None,suisse,"{'Europeenne': 10, 'Suisse': 9, 'Francaise': 8, 'Toscane': 1, 'Sushi': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Centre': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.2,2.56,2.57,2.41,0.21,0.09,1.75
Stefflapom,2012,16,35,None,None,suisse,"{'Europeenne': 5, 'Suisse': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Francaise': 2, 'Asiatique': 2, 'Thai': 1, 'Pizza': 1, 'Chinoise': 1}",4.08,4.24,3.98,3.98,2.16,0.0,2.0
NoadeCoco,2015,77,35,None,None,suisse,"{'Europeenne': 15, 'Suisse': 11, 'Italienne': 8, 'Francaise': 8, 'Mediterraneenne': 6, 'Pizza': 5, 'Asiatique': 5, 'Europe_centrale': 3, 'Thai': 2, 'Restauration_rapide': 2, 'Moderne': 2, 'Indienne': 2, 'Americaine': 2, 'Sri_lankaise': 1, 'Saine': 1, 'Pub': 1, 'Mexicaine': 1, 'Libanaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Bar': 1}",4.07,3.97,3.89,3.8,2.0,0.0,1.84
gi0bi1982,2014,11,8,None,None,suisse,"{'Thai': 3, 'Restauration_rapide': 3, 'Suisse': 2, 'Francaise': 2, 'Europeenne': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Turque': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Americaine': 1}",3.93,2.71,3.4,3.4,0.0,0.0,1.38
inforiper,2016,81,39,25-34,H,suisse,"{'Europeenne': 8, 'Italienne': 5, 'Asiatique': 5, 'Pizza': 4, 'Francaise': 4, 'Thai': 3, 'Suisse': 3, 'Mediterraneenne': 2, 'Indienne': 2, 'Europe_centrale': 2, 'Vietnamienne': 1, 'Toscane': 1, 'Italie_du_Centre': 1, 'Chinoise': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",3.96,4.18,3.99,3.94,2.72,0.0,1.93
maurinec2014,2014,22,11,None,None,suisse,"{'Europeenne': 6, 'Italienne': 4, 'Asiatique': 4, 'Suisse': 3, 'Pizza': 3, 'Francaise': 3, 'Japonaise': 2, 'Indienne': 2, 'Chinoise': 2, 'Ethiopienne': 1, 'Sushi': 1, 'Mediterraneenne': 1, 'Internationale': 1, 'Fusion': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Americaine': 1, 'Africaine': 1}",4.0,3.35,3.22,3.09,1.98,0.0,1.84
Peter T,2018,17,10,None,None,suisse,"{'Sicilienne': 1, 'Restauration_rapide': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Europeenne': 1}",5.0,0.0,0.0,0.0,0.0,0.0,2.0
"kiranreddypNewcastle upon Tyne, ",2014,64,61,25-34,H,royaume-uni,"{'Turque': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.85,1.08,0.92,0.92,1.08,0.0,1.69
N2307QQsteverLes ,2015,95,107,None,None,france,"{'Europeenne': 7, 'Suisse': 3, 'Pizza': 3, 'Mediterraneenne': 3, 'Italienne': 3, 'Europe_centrale': 3, 'Pub': 2, 'Britannique': 2, 'Bar': 2, 'Ecossaise': 1, 'Toscane': 1, 'Steakhouse': 1, 'Italie_du_Centre': 1, 'Irlandaise': 1, 'Grillades': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Americaine': 1}",4.1,4.15,4.04,3.78,2.62,0.0,2.1
AlexVVDB,2016,12,41,None,None,None,"{'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Thai': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.04,4.0,4.04,3.89,1.79,0.0,2.0
christinematera,2011,31,21,50-64,F,None,"{'Thai': 1, 'Suisse': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.22,4.44,4.22,3.94,2.22,0.0,2.0
Nurmufti,2008,20,63,None,None,suisse,"{'Asiatique': 2, 'Vietnamienne': 1, 'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Chinoise': 1}",4.3,4.3,4.4,3.9,3.85,0.5,2.8
Genthousien,2011,119,116,65+,H,suisse,"{'Europeenne': 14, 'Suisse': 9, 'Francaise': 9, 'Italienne': 5, 'Mediterraneenne': 3, 'Europe_centrale': 2, 'Chinoise': 2, 'Asiatique': 2, 'Saine': 1, 'Peruvienne': 1, 'Pizza': 1, 'Latino': 1, 'Fusion': 1, 'Bar': 1, 'Amerique_centrale': 1}",4.0,4.02,3.91,3.6,3.33,0.05,2.16
O D,2013,109,257,35-49,H,suisse,"{'Suisse': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.0,4.5,4.0,4.0,4.0,0.0,3.0
Andreas K,2007,44,126,None,None,allemagne,"{'Europeenne': 2, 'Europe_centrale': 2, 'Suisse': 1, 'Mediterraneenne': 1}",4.5,4.5,4.5,4.5,4.25,0.5,2.5
325pascalb,2013,141,73,None,None,suisse,"{'Italienne': 7, 'Europeenne': 7, 'Suisse': 5, 'Europe_centrale': 3, 'Mediterraneenne': 2, 'Tibetaine': 1, 'Sushi': 1, 'Saine': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.21,4.2,4.15,3.99,3.4,0.0,2.12
aargau1629,2018,1,1,None,None,None,"{'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,3.0,3.0,3.5,0.0,2.0
Sky P,2017,2,2,None,None,None,"{'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,3.0,3.0,3.5,0.0,2.0
parmellino,2016,6,6,None,None,None,"{'Chinoise': 1, 'Asiatique': 1}",3.5,3.5,3.0,3.0,3.5,0.0,2.0
bthayneschicago,2008,119,157,50-64,H,None,"{'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Europeenne': 2, 'Chinoise': 1, 'Asiatique': 1}",3.67,3.88,3.75,3.75,3.88,0.0,2.0
SchwartzCe,2014,31,23,None,None,None,"{'Europeenne': 13, 'Suisse': 10, 'Francaise': 7, 'Internationale': 4, 'Asiatique': 3, 'Sushi': 2, 'Pizza': 2, 'Italienne': 2, 'Europe_centrale': 2, 'Thai': 1, 'Steakhouse': 1, 'Mediterraneenne': 1, 'Mexicaine': 1, 'Latino': 1, 'Japonaise': 1, 'Fusion': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",3.99,4.09,4.09,3.79,2.24,0.1,2.1
Feliptio21,2013,90,218,None,None,suisse,"{'Suisse': 1, 'Internationale': 1, 'Europeenne': 1, 'Europe_centrale': 1}",4.5,4.5,4.5,4.0,4.0,0.0,2.0
Bob BLangnau am ,2008,115,33,None,None,suisse,"{'Europeenne': 10, 'Suisse': 6, 'Europe_centrale': 6, 'Asiatique': 4, 'Italienne': 3, 'Vietnamienne': 2, 'Thai': 2, 'Mediterraneenne': 2, 'Internationale': 2, 'Francaise': 2, 'Chinoise': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Mexicaine': 1, 'Malaisienne': 1, 'Japonaise': 1, 'Grillades': 1, 'Bar': 1}",3.78,3.75,3.75,3.4,2.68,0.09,2.23
AlexanderIJohnson,2012,247,396,35-49,H,suisse,"{'Europeenne': 17, 'Francaise': 13, 'Suisse': 11, 'Internationale': 3, 'Europe_centrale': 3, 'Bar': 2, 'Steakhouse': 1, 'Pizza': 1, 'Moderne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.22,4.14,3.97,3.94,1.87,0.15,2.2
markusbeatricef,2016,47,27,None,None,suisse,"{'Suisse': 4, 'Europeenne': 4, 'Europe_centrale': 2, 'Mediterraneenne': 1, 'Italienne': 1, 'Chinoise': 1}",4.52,3.42,3.14,3.34,0.0,0.0,1.6
421patrickh,2015,122,40,None,None,suisse,"{'Europeenne': 45, 'Francaise': 30, 'Suisse': 26, 'Italienne': 17, 'Mediterraneenne': 12, 'Internationale': 11, 'Pizza': 8, 'Asiatique': 7, 'Brasserie_gastronomique': 6, 'Bar': 6, 'Cafe': 5, 'Toscane': 3, 'Thai': 3, 'Restauration_rapide': 3, 'Italie_du_Centre': 3, 'Europe_centrale': 3, 'Chinoise': 3, 'Steakhouse': 2, 'Moderne': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Pub': 1, 'Japonaise': 1, 'Grillades': 1, 'Americaine': 1}",4.18,3.99,3.84,3.66,2.38,0.15,2.19
lbmr6058,2016,313,126,50-64,H,suisse,"{'Europeenne': 117, 'Suisse': 82, 'Francaise': 55, 'Italienne': 49, 'Pizza': 28, 'Mediterraneenne': 27, 'Europe_centrale': 14, 'Internationale': 12, 'Cafe': 9, 'Steakhouse': 8, 'Americaine': 7, 'Traiteur': 6, 'Saine': 6, 'Bar': 5, 'Soupes': 4, 'Pub': 4, 'Chinoise': 4, 'Asiatique': 4, 'Toscane': 3, 'Restauration_rapide': 3, 'Mexicaine': 3, 'Italie_du_Centre': 3, 'Grillades': 3, 'Bar_a_bieres': 3, 'Sicilienne': 2, 'Portugaise': 2, 'Moderne': 2, 'Italie_du_Sud': 2, 'Fusion': 2, 'Diner': 2, 'Brasserie_gastronomique': 2, 'Turque': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Indienne': 1, 'Espagnole': 1, 'Bar_a_vins': 1, 'Autochtone': 1}",3.91,3.71,3.67,3.47,2.13,0.03,1.91
P8851JWanthonyh,2015,316,411,50-64,H,suisse,"{'Europeenne': 35, 'Suisse': 26, 'Europe_centrale': 12, 'Italienne': 11, 'Mediterraneenne': 7, 'Pizza': 5, 'Asiatique': 5, 'Grillades': 4, 'Internationale': 3, 'Chinoise': 3, 'Cafe': 3, 'Sushi': 2, 'Thai': 1, 'Tcheque': 1, 'Steakhouse': 1, 'Saine': 1, 'Pouilles': 1, 'Perse': 1, 'Moderne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Indienne': 1, 'Fusion': 1, 'Caraibes': 1, 'Autrichienne': 1, 'Autochtone': 1, 'Americaine': 1}",4.02,3.67,3.64,3.38,1.53,0.0,2.0
guillaumeh723,2014,173,115,None,None,suisse,"{'Europeenne': 27, 'Suisse': 22, 'Francaise': 15, 'Italienne': 6, 'Europe_centrale': 6, 'Mediterraneenne': 5, 'Pizza': 4, 'Grillades': 4, 'Brasserie_gastronomique': 4, 'Asiatique': 4, 'Vietnamienne': 2, 'Thai': 2, 'Saine': 2, 'Japonaise': 2, 'Chinoise': 2, 'Cafe': 2, 'Bar': 2, 'Steakhouse': 1, 'Soupes': 1, 'Pub': 1, 'Moderne': 1, 'Libanaise': 1, 'Internationale': 1, 'Indienne': 1, 'Diner': 1, 'Coreenne': 1, 'Bar_a_vins': 1, 'Arabe': 1, 'Americaine': 1}",4.13,4.01,3.94,3.68,2.11,0.07,2.02
Madina M,2016,8,5,None,None,None,"{'Suisse': 4, 'Europeenne': 4, 'Europe_centrale': 3, 'Moderne': 1, 'Internationale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.09,3.89,4.28,3.8,3.39,0.0,2.0
BeatB174,2018,15,6,None,None,suisse,"{'Pizza': 3, 'Italienne': 3, 'Europeenne': 3, 'Suisse': 1, 'Sicilienne': 1, 'Mediterraneenne': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.0,2.0,2.36,1.86,0.0,0.0,1.43
christianf37,2015,109,59,35-49,H,suisse,"{'Vietnamienne': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.83,0.58,0.75,0.5,0.0,0.0,2.0
rosmarieh2016,2012,9,83,None,None,None,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
AleeeeeeeJJ,2019,15,10,None,None,finlande,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
blacksh33p123,2019,1,1,None,None,None,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
fraubuch,2018,4,2,None,None,None,"{'Saine': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Autrichienne': 1, 'Asiatique': 1}",4.25,4.0,4.5,3.75,0.0,0.0,2.0
K5082MW_,2018,9,9,None,None,suisse,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
jahms4900Suisse,2010,63,78,35-49,H,None,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
bandabasotti,2013,15,11,None,None,suisse,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
SamuelR3040,2017,1,1,None,None,None,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
"ThomasK7373Le Cap, ",2017,22,19,None,None,afrique du sud,"{'Suisse': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.13,2.24,2.46,2.13,0.61,0.0,1.13
robiinatii88,2015,60,32,25-34,F,suisse,"{'Chinoise': 1, 'Asiatique': 1}",4.0,3.5,4.5,3.0,0.0,0.0,2.0
315fabienp,2014,81,37,None,None,suisse,"{'Europeenne': 13, 'Suisse': 7, 'Francaise': 6, 'Internationale': 3, 'Europe_centrale': 2, 'Bar': 2, 'Asiatique': 2, 'Saine': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Grecque': 1, 'Chinoise': 1}",3.85,4.08,3.96,3.76,2.77,0.2,2.24
kelli0tt21Greater ,2018,1,1,None,None,australie,"{'Sushi': 1, 'Asiatique': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
lebernus,2016,22,8,50-64,F,suisse,"{'Europeenne': 14, 'Suisse': 11, 'Italienne': 5, 'Asiatique': 4, 'Pizza': 3, 'Mediterraneenne': 3, 'Grillades': 3, 'Europe_centrale': 3, 'Francaise': 2, 'Chinoise': 2, 'Thai': 1, 'Steakhouse': 1, 'Sri_lankaise': 1, 'Saine': 1, 'Portugaise': 1, 'Moderne': 1, 'Internationale': 1, 'Indienne': 1, 'Fusion': 1}",4.21,4.1,3.97,3.99,1.89,0.0,2.0
Cheryl F,2014,62,36,25-34,F,suisse,"{'Europeenne': 17, 'Suisse': 9, 'Italienne': 8, 'Pizza': 7, 'Francaise': 6, 'Cafe': 4, 'Mediterraneenne': 3, 'Sushi': 2, 'Moderne': 2, 'Japonaise': 2, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Turque': 1, 'Europe_centrale': 1, 'Bar': 1}",3.86,3.81,3.73,3.47,2.02,0.0,1.92
