username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
Chakdole,2010,47,43,None,None,suisse,"{'Asiatique': 2, 'Sushi': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1}",3.94,3.89,4.0,3.72,2.33,0.0,2.0
mikelenn,2010,58,190,None,None,france,"{'Francaise': 7, 'Europeenne': 6, 'Asiatique': 6, 'Bar': 3, 'Thai': 2, 'Suisse': 2, 'Chinoise': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Pub': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Indienne': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Coreenne': 1, 'Belge': 1, 'Americaine': 1}",3.98,4.1,4.02,3.8,2.52,0.0,2.02
codi2018,2018,12,7,None,None,suisse,"{'Europeenne': 5, 'Asiatique': 5, 'Japonaise': 3, 'Italienne': 3, 'Internationale': 3, 'Chinoise': 3, 'Thai': 2, 'Suisse': 2, 'Mediterraneenne': 2, 'Francaise': 2, 'Traiteur': 1, 'Sushi': 1, 'Saine': 1, 'Peruvienne': 1, 'Pizza': 1, 'Latino': 1, 'Grillades': 1, 'Brasserie_gastronomique': 1}",3.63,3.78,3.72,3.63,2.01,0.09,2.0
LionelB1323,2016,12,6,None,None,None,"{'Europeenne': 2, 'Sushi': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",4.03,4.17,4.03,3.8,2.77,0.0,2.07
raoulr488,2008,129,66,None,None,suisse,"{'Francaise': 7, 'Suisse': 6, 'Europeenne': 6, 'Pizza': 4, 'Steakhouse': 3, 'Italienne': 3, 'Americaine': 3, 'Restauration_rapide': 2, 'Asiatique': 2, 'Sushi': 1, 'Pub': 1, 'Japonaise': 1, 'Internationale': 1, 'Diner': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1}",3.9,3.99,3.97,3.6,2.11,0.0,1.88
Spoutnik,2005,63,38,35-49,F,suisse,"{'Europeenne': 2, 'Asiatique': 2, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1}",3.66,3.89,3.55,3.39,2.24,0.0,2.0
gr_goireg267,2014,8,8,None,None,suisse,"{'Asiatique': 3, 'Sushi': 2, 'Japonaise': 2, 'Chinoise': 2}",4.33,4.5,4.17,4.0,2.67,0.0,2.0
meldami,2015,20,10,None,None,None,"{'Europeenne': 6, 'Francaise': 5, 'Italienne': 3, 'Mediterraneenne': 2, 'Internationale': 2, 'Sushi': 1, 'Suisse': 1, 'Saine': 1, 'Japonaise': 1, 'Indienne': 1, 'Cafe': 1}",3.9,4.02,3.9,3.54,3.37,0.0,2.1
mignon2016,2016,159,53,None,None,suisse,"{'Asiatique': 9, 'Europeenne': 8, 'Francaise': 7, 'Restauration_rapide': 3, 'Mediterraneenne': 3, 'Thai': 2, 'Sushi': 2, 'Pub': 2, 'Japonaise': 2, 'Indienne': 2, 'Bar': 2, 'Ethiopienne': 1, 'Taiwanaise': 1, 'Pizza': 1, 'Moderne': 1, 'Mexicaine': 1, 'Libanaise': 1, 'Italienne': 1, 'Grillades': 1, 'Coreenne': 1, 'Chinoise': 1, 'Britannique': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Americaine': 1, 'Africaine': 1}",3.9,4.01,3.77,3.52,2.91,0.05,1.96
robcan1,2016,206,68,25-34,H,suisse,"{'Pizza': 2, 'Italienne': 2, 'Europeenne': 2, 'Cafe': 2, 'Asiatique': 2, 'Turque': 1, 'Thai': 1, 'Sushi': 1, 'Suisse': 1, 'Soupes': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Colombienne': 1}",3.89,3.02,3.0,2.95,2.37,0.0,1.48
NaomiF800,2017,11,8,None,None,None,"{'Asiatique': 2, 'Thai': 1, 'Suisse': 1, 'Soupes': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1}",4.17,4.5,4.33,4.17,2.67,0.0,2.0
JRDcarouge,2015,28,14,None,None,suisse,"{'Europeenne': 11, 'Francaise': 8, 'Mediterraneenne': 4, 'Asiatique': 3, 'Thai': 2, 'Suisse': 2, 'Saine': 2, 'Italienne': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Libanaise': 1, 'Japonaise': 1, 'Chinoise': 1, 'Bar': 1}",3.9,3.7,3.61,3.46,2.19,0.03,1.86
jetevent,2009,29,388,35-49,H,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Sushi': 1, 'Japonaise': 1, 'Francaise': 1, 'Asiatique': 1}",4.21,4.29,4.21,4.07,3.86,0.0,2.0
qaywsxed,2016,11,6,None,None,suisse,"{'Sushi': 1, 'Suisse': 1, 'Saine': 1, 'Peruvienne': 1, 'Latino': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Cafe': 1, 'Asiatique': 1}",4.5,4.5,4.33,4.17,2.5,0.33,2.33
Peter_Gibbonns,2018,6,4,None,None,None,"{'Sushi': 1, 'Suisse': 1, 'Peruvienne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Asiatique': 1}",4.35,4.35,4.24,3.85,1.76,0.29,2.0
Patval6264,2013,60,21,None,None,suisse,"{'Europeenne': 25, 'Francaise': 22, 'Suisse': 7, 'Saine': 6, 'Asiatique': 6, 'Chinoise': 4, 'Sushi': 2, 'Mediterraneenne': 2, 'Internationale': 2, 'Brasserie_gastronomique': 2, 'Bar': 2, 'Pub': 1, 'Moderne': 1, 'Japonaise': 1, 'Diner': 1}",4.38,4.36,4.3,3.92,3.77,0.63,2.89
ostrageneve,2017,75,23,None,None,None,"{'Francaise': 19, 'Europeenne': 19, 'Suisse': 7, 'Italienne': 7, 'Mediterraneenne': 6, 'Internationale': 3, 'Europe_centrale': 3, 'Bar': 3, 'Pizza': 2, 'Traiteur': 1, 'Steakhouse': 1, 'Pub': 1, 'Moderne': 1, 'Japonaise': 1, 'Diner': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1, 'Americaine': 1}",4.21,4.14,4.03,3.67,1.83,0.15,2.26
L7401NLannev,2016,98,36,None,None,luxembourg,"{'Francaise': 2, 'Europeenne': 2, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",4.15,4.15,3.96,4.15,3.81,0.0,1.69
Tradingcoyote,2011,156,399,35-49,H,suisse,"{'Europeenne': 29, 'Francaise': 20, 'Italienne': 12, 'Mediterraneenne': 11, 'Asiatique': 10, 'Suisse': 8, 'Japonaise': 7, 'Brasserie_gastronomique': 6, 'Chinoise': 4, 'Bar': 4, 'Sushi': 3, 'Traiteur': 2, 'Pizza': 2, 'Internationale': 2, 'Fusion': 2, 'Bar_a_vins': 2, 'Thai': 1, 'Steakhouse': 1, 'Soupes': 1, 'Saine': 1, 'Pub': 1, 'Napolitaine': 1, 'Moderne': 1, 'Italie_du_Sud': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Diner': 1, 'Catalane': 1, 'Campanie': 1, 'Americaine': 1, 'Africaine': 1}",4.03,4.05,3.95,3.69,3.14,0.06,2.16
AntoninB90,2015,46,16,None,None,suisse,"{'Francaise': 21, 'Europeenne': 21, 'Suisse': 7, 'Italienne': 5, 'Bar': 5, 'Mediterraneenne': 4, 'Americaine': 4, 'Steakhouse': 3, 'Pub': 3, 'Pizza': 2, 'Asiatique': 2, 'Saine': 1, 'Napolitaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Espagnole': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Bar_a_vins': 1}",4.12,3.8,3.75,3.43,2.08,0.13,2.02
Kenway11,2019,8,5,None,None,None,"{'Suisse': 2, 'Italienne': 2, 'Europeenne': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Portugaise': 1, 'Japonaise': 1, 'Francaise': 1}",4.05,3.52,3.32,3.28,3.1,0.0,2.0
Theodoor G,2012,39,27,None,None,suisse,"{'Mexicaine': 1, 'Amerique_centrale': 1}",3.0,3.0,3.0,2.5,3.0,0.0,2.0
gibo01,2009,12,8,None,None,suisse,"{'Soupes': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Asiatique': 1}",3.56,3.83,3.83,3.78,1.33,0.0,1.56
AlexiaS496,2017,3,3,None,None,None,"{'Italienne': 2, 'Thai': 1, 'Suisse': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Internationale': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.45,3.68,3.68,3.95,0.27,0.0,1.45
ChristianeM1133,2018,6,6,None,None,None,"{'Europeenne': 4, 'Francaise': 3, 'Japonaise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Mediterraneenne': 1, 'Fusion_japonaise': 1, 'Europe_centrale': 1, 'Chinoise': 1}",4.0,4.2,4.1,3.7,1.7,0.6,2.4
Giorgio S,2015,44,14,None,None,suisse,"{'Francaise': 7, 'Suisse': 6, 'Europeenne': 5, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Americaine': 2, 'Thai': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Grillades': 1, 'Fusion': 1, 'Cafe': 1, 'Bresilienne': 1, 'Africaine': 1}",4.31,3.91,3.9,3.66,2.66,0.25,2.19
Nyroca,2011,96,226,50-64,H,suisse,"{'Europeenne': 4, 'Mediterraneenne': 3, 'Francaise': 3, 'Italienne': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",3.98,4.02,3.98,3.57,2.02,0.32,2.32
Math0nther0ad,2015,55,25,50-64,F,france,"{'Sushi': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Asiatique': 1}",4.25,4.25,4.25,3.75,1.75,1.0,2.5
ViolaineB75,2017,4,4,None,None,None,"{'Asiatique': 2, 'Thai': 1, 'Restauration_rapide': 1, 'Chinoise': 1, 'Americaine': 1}",3.0,3.0,3.17,2.83,1.17,0.0,1.67
Pitouille01,2009,93,121,None,None,suisse,"{'Europeenne': 12, 'Francaise': 8, 'Asiatique': 7, 'Suisse': 6, 'Italienne': 6, 'Thai': 5, 'Mediterraneenne': 3, 'Chinoise': 3, 'Vietnamienne': 2, 'Steakhouse': 2, 'Europe_centrale': 2, 'Ukrainienne': 1, 'Toscane': 1, 'Sarde': 1, 'Pub': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Grillades': 1, 'Fusion': 1, 'Espagnole': 1, 'Bar': 1}",3.88,3.97,3.96,3.72,2.26,0.0,1.97
Simon61_12,2008,35,287,50-64,F,italie,"{'Vietnamienne': 1, 'Thai': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.5,4.5,4.5,4.0,0.0,0.0,2.0
marinem842,2016,27,16,None,None,france,"{'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Grillades': 1, 'Francaise': 1, 'Europeenne': 1}",3.6,3.43,3.6,3.67,2.37,0.0,1.73
571marcm,2014,62,104,35-49,H,france,"{'Francaise': 7, 'Europeenne': 5, 'Bar': 3, 'Steakhouse': 1, 'Pub': 1, 'Japonaise': 1, 'Grillades': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.56,3.31,3.42,3.33,2.77,0.0,1.75
691isabelleb,2015,66,35,None,None,france,"{'Francaise': 14, 'Asiatique': 8, 'Japonaise': 7, 'Sushi': 4, 'Europeenne': 4, 'Thai': 3, 'Restauration_rapide': 2, 'Americaine': 2, 'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Mexicaine': 1, 'Italienne': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar': 1}",4.04,3.9,3.79,3.69,1.5,0.0,1.81
fiord944,2016,8,8,None,None,None,"{'Europeenne': 3, 'Tunisienne': 1, 'Sushi': 1, 'Suisse': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Francaise': 1, 'Asiatique': 1}",4.14,4.04,4.04,4.07,2.64,0.0,2.0
jonsvart,2012,17,69,25-34,H,france,"{'Asiatique': 5, 'Japonaise': 4, 'Restauration_rapide': 3, 'Thai': 2, 'Sushi': 2, 'Pizza': 2, 'Chinoise': 2, 'Americaine': 2, 'Vietnamienne': 1, 'Turque': 1, 'Mexicaine': 1, 'Italienne': 1, 'Amerique_centrale': 1}",4.0,3.03,3.06,2.91,2.84,0.0,1.75
Cabrette,2013,103,43,18-24,F,france,"{'Restauration_rapide': 2, 'Pizza': 2, 'Francaise': 2, 'Europeenne': 2, 'Vietnamienne': 1, 'Turque': 1, 'Thai': 1, 'Pub': 1, 'Japonaise': 1, 'Diner': 1, 'Chinoise': 1, 'Bar': 1, 'Asiatique': 1}",4.2,2.6,2.7,2.5,0.8,0.0,1.6
ERIC_MOEH,2016,67,39,None,None,france,"{'Francaise': 8, 'Europeenne': 6, 'Italienne': 4, 'Asiatique': 4, 'Thai': 2, 'Pub': 2, 'Pizza': 2, 'Cafe': 2, 'Brasserie_gastronomique': 2, 'Bar': 2, 'Turque': 1, 'Sushi': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Americaine': 1}",3.86,3.84,3.79,3.51,3.16,0.14,2.01
Lusitano68,2014,67,48,25-34,H,france,"{'Francaise': 14, 'Europeenne': 9, 'Asiatique': 4, 'Chinoise': 3, 'Thai': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Italienne': 2, 'Vietnamienne': 1, 'Tunisienne': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Marocaine': 1, 'Grillades': 1, 'Fusion': 1, 'Americaine': 1}",4.14,4.29,4.1,3.83,3.67,0.21,2.26
bensjoerger,2009,46,80,None,None,france,"{'Francaise': 6, 'Japonaise': 2, 'Europeenne': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Moderne': 1, 'Italienne': 1, 'Chinoise': 1, 'Americaine': 1}",4.07,4.24,4.01,3.94,2.9,0.12,2.0
DM68720,2016,118,53,35-49,F,france,"{'Francaise': 12, 'Europeenne': 5, 'Saine': 4, 'Bar': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Grillades': 1, 'Fusion': 1, 'Cafe': 1, 'Americaine': 1}",4.09,4.06,3.87,3.78,2.17,0.06,1.94
300jeanchristophet,2013,21,16,None,None,france,"{'Thai': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.32,4.41,4.36,4.18,0.32,0.45,2.0
Travelislife1111,2015,21,19,None,None,suisse,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1, 'Americaine': 1}",4.0,3.75,3.75,3.75,0.0,0.0,1.5
camillebQ5112XP,2018,26,16,None,None,france,"{'Francaise': 3, 'Asiatique': 2, 'Turque': 1, 'Thai': 1, 'Sushi': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Europeenne': 1}",4.21,3.69,3.61,3.53,2.23,0.16,1.74
kabuki5,2019,25,12,None,None,None,"{'Asiatique': 3, 'Thai': 2, 'Saine': 2, 'Mediterraneenne': 2, 'Europeenne': 2, 'Moderne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Internationale': 1, 'Grillades': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",4.53,4.65,4.38,4.27,1.48,0.3,2.3
sandrafD429MO,2015,42,22,None,None,france,"{'Francaise': 3, 'Asiatique': 3, 'Thai': 2, 'Saine': 2, 'Europeenne': 2, 'Sushi': 1, 'Steakhouse': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Brasserie_gastronomique': 1}",4.28,4.33,4.11,4.0,1.67,0.22,2.11
nezquifriz,2014,53,25,None,None,france,"{'Europeenne': 3, 'Asiatique': 3, 'Suedoise': 2, 'Sushi': 2, 'Scandinave': 2, 'Japonaise': 2, 'Thai': 1, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Indienne': 1, 'Francaise': 1, 'Cafe': 1}",3.78,3.6,3.71,3.6,0.71,0.17,1.76
SandrineD160,2012,132,65,None,None,france,"{'Asiatique': 3, 'Sushi': 2, 'Japonaise': 2, 'Francaise': 2, 'Europeenne': 2, 'Thai': 1, 'Pakistanaise': 1, 'Indienne': 1}",4.43,4.43,4.43,4.27,2.09,0.14,2.14
jejinho,2013,172,84,None,None,None,"{'Asiatique': 3, 'Thai': 1, 'Sushi': 1, 'Japonaise': 1, 'Italienne': 1, 'Indienne': 1, 'Coreenne': 1}",4.18,4.28,4.18,3.78,2.48,0.2,2.2
Ijustcametosayelo,2012,11,10,None,None,france,"{'Thai': 2, 'Sushi': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.5,4.5,4.25,4.0,2.0,0.5,2.5
Laetit68,2016,29,16,None,None,france,"{'Asiatique': 5, 'Thai': 4, 'Japonaise': 3, 'Italienne': 3, 'Francaise': 3, 'Sushi': 2, 'Europeenne': 2, 'Saine': 1, 'Pizza': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar': 1}",3.81,3.94,3.78,3.77,2.22,0.13,2.03
382paulinem,2015,6,5,25-34,F,france,"{'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Japonaise': 1, 'Indienne': 1, 'Grillades': 1}",4.17,4.33,4.17,4.0,1.33,0.33,2.67
mindle51,2016,35,23,65+,H,france,"{'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Japonaise': 1}",4.5,4.5,4.5,4.25,0.0,0.5,2.5
LucasMuller,2014,17,14,25-34,H,france,"{'Francaise': 4, 'Europeenne': 3, 'Thai': 1, 'Saine': 1, 'Japonaise': 1, 'Fusion': 1, 'Asiatique': 1}",4.42,4.5,4.5,3.92,2.75,0.67,2.83
NicolasEtMarie,2009,170,131,25-34,H,None,"{'Francaise': 9, 'Europeenne': 6, 'Asiatique': 3, 'Vietnamienne': 2, 'Thai': 2, 'Saine': 2, 'Japonaise': 2, 'Sushi': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.21,4.31,4.24,4.01,1.48,0.41,2.33
floflo_kansas,2012,37,24,None,None,france,"{'Francaise': 10, 'Europeenne': 6, 'Thai': 2, 'Saine': 2, 'Pizza': 2, 'Asiatique': 2, 'Moderne': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1}",4.08,4.21,4.06,3.83,3.47,0.23,2.25
didierludovic2,2016,21,12,None,None,france,"{'Sushi': 4, 'Japonaise': 4, 'Asiatique': 4, 'Europeenne': 1}",4.33,3.43,3.35,3.15,2.37,0.0,1.78
566sabrinag,2014,58,41,18-24,F,france,"{'Restauration_rapide': 3, 'Turque': 2, 'Mediterraneenne': 2, 'Grillades': 2, 'Chinoise': 2, 'Asiatique': 2, 'Tunisienne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Indienne': 1, 'Europeenne': 1, 'Americaine': 1}",3.86,2.81,2.75,2.72,1.6,0.0,1.08
638yvese,2015,173,31,None,None,france,"{'Francaise': 56, 'Europeenne': 42, 'Asiatique': 18, 'Thai': 12, 'Japonaise': 10, 'Italienne': 10, 'Restauration_rapide': 8, 'Chinoise': 8, 'Cafe': 7, 'Bar': 7, 'Saine': 6, 'Vietnamienne': 5, 'Sushi': 5, 'Pizza': 5, 'Mediterraneenne': 5, 'Americaine': 5, 'Turque': 3, 'Grillades': 3, 'Bar_a_vins': 3, 'Pub': 2, 'Moderne': 2, 'Brasserie_gastronomique': 2, 'Suedoise': 1, 'Steakhouse': 1, 'Scandinave': 1, 'Marocaine': 1, 'Libanaise': 1, 'Latino': 1, 'Internationale': 1, 'Indienne': 1, 'Espagnole': 1, 'Coreenne': 1}",3.86,3.38,3.36,3.27,1.81,0.05,1.82
gilbert l,2019,44,26,None,None,france,"{'Francaise': 11, 'Italienne': 5, 'Pizza': 4, 'Europeenne': 3, 'Vietnamienne': 1, 'Turque': 1, 'Thai': 1, 'Steakhouse': 1, 'Pub': 1, 'Japonaise': 1, 'Grillades': 1, 'Fusion': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Asiatique': 1, 'Allemande': 1}",4.1,2.89,2.94,2.92,2.04,0.07,1.51
mariesH9015DF,2020,4,4,None,None,None,"{'Sushi': 1, 'Japonaise': 1, 'Italienne': 1, 'Grillades': 1, 'Asiatique': 1}",3.88,4.25,3.75,3.5,3.62,0.0,2.0
ThS281,2012,71,38,50-64,H,france,"{'Europeenne': 7, 'Mediterraneenne': 4, 'Italienne': 4, 'Sushi': 3, 'Pizza': 3, 'Grillades': 3, 'Chinoise': 3, 'Asiatique': 3, 'Mongole': 2, 'Japonaise': 2, 'Grecque': 1, 'Francaise': 1, 'Cafe': 1, 'Allemande': 1}",3.85,3.94,3.85,3.97,2.97,0.0,1.82
jeanpierre128,2015,15,13,None,None,france,"{'Francaise': 7, 'Europeenne': 5, 'Sushi': 3, 'Japonaise': 2, 'Asiatique': 2, 'Italienne': 1, 'Grillades': 1}",4.08,4.01,3.99,3.75,2.87,0.18,2.32
icilexav,2016,49,29,None,None,None,"{'Italienne': 2, 'Francaise': 2, 'Europeenne': 2, 'Suedoise': 1, 'Sushi': 1, 'Scandinave': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Grillades': 1, 'Asiatique': 1, 'Americaine': 1}",3.75,3.72,3.78,3.67,1.08,0.0,1.73
giorgino068,2017,165,86,None,None,espagne,"{'Francaise': 15, 'Asiatique': 6, 'Japonaise': 5, 'Italienne': 5, 'Europeenne': 5, 'Sushi': 4, 'Chinoise': 3, 'Mediterraneenne': 2, 'Libanaise': 2, 'Grillades': 2, 'Vietnamienne': 1, 'Thai': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Internationale': 1, 'Diner': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",3.92,3.78,4.02,3.92,2.46,0.11,2.09
BoespflugF,2017,161,99,35-49,H,france,"{'Francaise': 3, 'Europeenne': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Italienne': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Asiatique': 1}",3.81,3.71,3.57,3.62,2.21,0.0,1.9
jp68300,2012,133,124,None,None,france,"{'Francaise': 13, 'Europeenne': 9, 'Restauration_rapide': 3, 'Italienne': 3, 'Asiatique': 3, 'Americaine': 3, 'Saine': 2, 'Japonaise': 2, 'Chinoise': 2, 'Brasserie_gastronomique': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Steakhouse': 1, 'Portugaise': 1, 'Pizza': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Allemande': 1}",3.7,3.65,3.7,3.54,1.62,0.05,1.82
alsacem_13,2013,34,29,None,None,france,"{'Francaise': 4, 'Japonaise': 3, 'Chinoise': 3, 'Asiatique': 3, 'Sushi': 2, 'Vietnamienne': 1, 'Thai': 1, 'Italienne': 1, 'Grillades': 1, 'Europeenne': 1, 'Cafe': 1}",4.02,3.85,3.95,3.88,1.72,0.07,2.0
Nrv68,2014,21,12,None,None,None,"{'Francaise': 3, 'Japonaise': 2, 'Asiatique': 2, 'Sushi': 1, 'Italienne': 1, 'Grillades': 1, 'Europeenne': 1}",4.09,4.09,4.07,3.8,3.84,0.23,2.23
nonomdm,2010,139,184,35-49,H,france,"{'Francaise': 7, 'Europeenne': 6, 'Thai': 3, 'Italienne': 3, 'Asiatique': 3, 'Mediterraneenne': 2, 'Chinoise': 2, 'Vietnamienne': 1, 'Steakhouse': 1, 'Saine': 1, 'Moderne': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Indienne': 1, 'Grillades': 1, 'Brasserie_gastronomique': 1, 'Amerique_centrale': 1, 'Americaine': 1}",3.91,4.16,4.01,3.79,3.72,0.23,2.25
Roland68350,2012,113,69,65+,H,france,"{'Francaise': 19, 'Europeenne': 19, 'Italienne': 8, 'Pizza': 7, 'Saine': 3, 'Bar_a_vins': 3, 'Tunisienne': 1, 'Sushi': 1, 'Restaurants_de_biere': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Diner': 1, 'Bar': 1, 'Asiatique': 1, 'Allemande': 1}",3.95,4.08,4.03,3.77,3.79,0.03,2.13
whitepanther68,2015,40,32,None,None,france,"{'Francaise': 5, 'Europeenne': 3, 'Asiatique': 3, 'Thai': 2, 'Japonaise': 2, 'Italienne': 2, 'Chinoise': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Pizza': 1}",3.96,4.04,4.07,3.74,3.65,0.0,2.0
drasan210,2012,61,30,25-34,F,france,"{'Asiatique': 6, 'Mediterraneenne': 5, 'Thai': 4, 'Francaise': 4, 'Vietnamienne': 3, 'Italienne': 3, 'Europeenne': 3, 'Marocaine': 2, 'Japonaise': 2, 'Tunisienne': 1, 'Sushi': 1, 'Pizza': 1, 'Moderne': 1, 'Libanaise': 1, 'Latino': 1, 'Indienne': 1, 'Grillades': 1, 'Espagnole': 1, 'Chinoise': 1, 'Cafe': 1}",4.13,4.11,3.96,3.93,2.67,0.0,1.77
Musique4ever,2018,39,22,None,None,france,"{'Francaise': 5, 'Pizza': 4, 'Italienne': 3, 'Restauration_rapide': 2, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Europeenne': 1, 'Campanie': 1, 'Asiatique': 1, 'Americaine': 1}",3.73,3.07,2.83,2.87,1.04,0.0,1.57
Nini6891,2013,10,59,None,None,france,"{'Francaise': 2, 'Sushi': 1, 'Japonaise': 1, 'Asiatique': 1}",4.0,4.0,4.15,4.15,3.85,0.0,2.0
63dany2014,2014,6,5,50-64,H,france,"{'Francaise': 4, 'Asiatique': 2, 'Pub': 1, 'Japonaise': 1, 'Italienne': 1, 'Europeenne': 1, 'Chinoise': 1}",3.8,3.86,3.86,3.78,3.52,0.0,1.88
KathM9168,2016,32,12,None,None,None,"{'Francaise': 3, 'Japonaise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Sushi': 1, 'Pizza': 1, 'Moderne': 1, 'Italienne': 1, 'Europeenne': 1, 'Chinoise': 1}",4.1,4.1,4.1,4.02,0.69,0.0,2.0
